"V1","V2"
"Direct-Organic Search-Direct-Organic Search-Display-Social",3
"Direct-Organic Search-Direct-Organic Search-Display",1
"Direct-Organic Search-Direct-Organic Search-Display-Paid Search",1
"Direct-Organic Search-Direct-Organic Search-Display-Organic Search",1
"Direct-Organic Search-Direct-Organic Search-Paid Search-Direct",45
"Direct-Organic Search-Direct-Organic Search-Paid Search-Social",77
"Direct-Organic Search-Direct-Organic Search-Paid Search-Display",7
"Direct-Organic Search-Direct-Organic Search-Paid Search-Affiliate",4
"Direct-Organic Search-Direct-Organic Search-Paid Search",141
"Direct-Organic Search-Direct-Organic Search-Paid Search-Organic Search",68
"Direct-Organic Search-Direct-Organic Search-Direct",44
"Direct-Organic Search-Direct-Organic Search-Social",12
"Direct-Organic Search-Direct-Organic Search-Display",4
"Direct-Organic Search-Direct-Organic Search-Paid Search",64
"Direct-Organic Search-Direct-Organic Search",42
"Direct-Organic Search-Social",2555
"Direct-Organic Search-Display-Direct",7
"Direct-Organic Search-Display-Direct-Social",4
"Direct-Organic Search-Display-Direct-Display",2
"Direct-Organic Search-Display-Direct-Paid Search",5
"Direct-Organic Search-Display-Direct-Social",4
"Direct-Organic Search-Display-Direct-Display-Direct",6
"Direct-Organic Search-Display-Direct-Display-Social",4
"Direct-Organic Search-Display-Direct-Display-Paid Search",6
"Direct-Organic Search-Display-Direct-Paid Search-Direct",3
"Direct-Organic Search-Display-Direct-Paid Search-Social",3
"Direct-Organic Search-Display-Direct-Paid Search-Display",1
"Direct-Organic Search-Display-Direct-Paid Search",3
"Direct-Organic Search-Display-Direct-Paid Search-Organic Search",1
"Direct-Organic Search-Display-Direct-Organic Search-Direct",2
"Direct-Organic Search-Display-Direct-Organic Search-Social",1
"Direct-Organic Search-Display-Direct-Organic Search-Paid Search",1
"Direct-Organic Search-Display-Direct-Organic Search",1
"Direct-Organic Search-Display-Social",70
"Direct-Organic Search-Display-Direct",3
"Direct-Organic Search-Display-Direct-Paid Search",1
"Direct-Organic Search-Display-Social",2
"Direct-Organic Search-Display-Direct",3
"Direct-Organic Search-Display-Social",1
"Direct-Organic Search-Display",6
"Direct-Organic Search-Display-Organic Search",2
"Direct-Organic Search-Display-Affiliate-Social",1
"Direct-Organic Search-Display-Affiliate",2
"Direct-Organic Search-Display-Affiliate-Paid Search",1
"Direct-Organic Search-Display-Paid Search-Direct",1
"Direct-Organic Search-Display-Paid Search-Social",5
"Direct-Organic Search-Display-Paid Search-Display",4
"Direct-Organic Search-Display-Paid Search-Affiliate",1
"Direct-Organic Search-Display-Paid Search",2
"Direct-Organic Search-Display-Paid Search-Organic Search",1
"Direct-Organic Search-Display-Organic Search-Direct",3
"Direct-Organic Search-Display-Organic Search-Paid Search",3
"Direct-Organic Search-Display-Organic Search",3
"Direct-Organic Search-Display-Affiliate-Direct-Display",1
"Direct-Organic Search-Display-Affiliate-Display",1
"Direct-Organic Search-Display-Affiliate-Display-Organic Search",1
"Direct-Organic Search-Display-Affiliate-Direct",1
"Direct-Organic Search-Display-Affiliate-Paid Search-Direct",1
"Direct-Organic Search-Display-Affiliate-Paid Search-Social",1
"Direct-Organic Search-Display-Affiliate-Paid Search",1
"Direct-Organic Search-Display-Affiliate-Organic Search",1
"Direct-Organic Search-Display-Paid Search-Direct",5
"Direct-Organic Search-Display-Paid Search-Direct-Social",1
"Direct-Organic Search-Display-Paid Search-Direct-Display",2
"Direct-Organic Search-Display-Paid Search-Direct-Paid Search",8
"Direct-Organic Search-Display-Paid Search-Direct-Organic Search",2
"Direct-Organic Search-Display-Paid Search-Social",22
"Direct-Organic Search-Display-Paid Search-Display-Direct",2
"Direct-Organic Search-Display-Paid Search-Display-Social",9
"Direct-Organic Search-Display-Paid Search-Display",2
"Direct-Organic Search-Display-Paid Search-Display-Affiliate",1
"Direct-Organic Search-Display-Paid Search-Display-Paid Search",14
"Direct-Organic Search-Display-Paid Search-Display-Organic Search",2
"Direct-Organic Search-Display-Paid Search-Affiliate-Social",1
"Direct-Organic Search-Display-Paid Search-Direct",5
"Direct-Organic Search-Display-Paid Search-Social",10
"Direct-Organic Search-Display-Paid Search-Display",6
"Direct-Organic Search-Display-Paid Search",29
"Direct-Organic Search-Display-Paid Search-Organic Search",6
"Direct-Organic Search-Display-Paid Search-Organic Search-Direct",3
"Direct-Organic Search-Display-Paid Search-Organic Search-Social",2
"Direct-Organic Search-Display-Paid Search-Organic Search-Display",1
"Direct-Organic Search-Display-Paid Search-Organic Search-Paid Search",14
"Direct-Organic Search-Display-Paid Search-Organic Search",6
"Direct-Organic Search-Display-Organic Search-Direct",7
"Direct-Organic Search-Display-Organic Search-Direct-Affiliate",1
"Direct-Organic Search-Display-Organic Search-Direct-Paid Search",8
"Direct-Organic Search-Display-Organic Search-Direct-Organic Search",3
"Direct-Organic Search-Display-Organic Search-Social",8
"Direct-Organic Search-Display-Organic Search-Display-Direct",1
"Direct-Organic Search-Display-Organic Search-Display",1
"Direct-Organic Search-Display-Organic Search-Display-Paid Search",5
"Direct-Organic Search-Display-Organic Search-Paid Search-Direct",3
"Direct-Organic Search-Display-Organic Search-Paid Search-Social",14
"Direct-Organic Search-Display-Organic Search-Paid Search-Display",4
"Direct-Organic Search-Display-Organic Search-Paid Search-Affiliate",1
"Direct-Organic Search-Display-Organic Search-Paid Search",23
"Direct-Organic Search-Display-Organic Search-Paid Search-Organic Search",8
"Direct-Organic Search-Display-Organic Search-Direct",2
"Direct-Organic Search-Display-Organic Search-Social",1
"Direct-Organic Search-Display-Organic Search-Paid Search",9
"Direct-Organic Search-Display-Organic Search",8
"Direct-Organic Search-Affiliate-Direct",6
"Direct-Organic Search-Affiliate-Direct-Social",2
"Direct-Organic Search-Affiliate-Direct-Display",2
"Direct-Organic Search-Affiliate-Direct-Paid Search",3
"Direct-Organic Search-Affiliate-Direct-Organic Search",1
"Direct-Organic Search-Affiliate-Direct-Social",5
"Direct-Organic Search-Affiliate-Direct-Affiliate-Paid Search",1
"Direct-Organic Search-Affiliate-Direct-Paid Search-Direct",1
"Direct-Organic Search-Affiliate-Direct-Paid Search",3
"Direct-Organic Search-Affiliate-Direct-Organic Search-Paid Search",1
"Direct-Organic Search-Affiliate-Social",21
"Direct-Organic Search-Affiliate-Display-Direct-Display",1
"Direct-Organic Search-Affiliate-Display-Affiliate",1
"Direct-Organic Search-Affiliate-Display-Paid Search-Social",2
"Direct-Organic Search-Affiliate-Display-Paid Search",1
"Direct-Organic Search-Affiliate-Direct",4
"Direct-Organic Search-Affiliate-Direct-Social",1
"Direct-Organic Search-Affiliate-Direct-Affiliate",1
"Direct-Organic Search-Affiliate-Direct-Paid Search",2
"Direct-Organic Search-Affiliate-Social",5
"Direct-Organic Search-Affiliate-Display-Social",1
"Direct-Organic Search-Affiliate-Display",1
"Direct-Organic Search-Affiliate-Direct",3
"Direct-Organic Search-Affiliate-Social",6
"Direct-Organic Search-Affiliate",13
"Direct-Organic Search-Affiliate-Paid Search",5
"Direct-Organic Search-Affiliate-Organic Search",3
"Direct-Organic Search-Affiliate-Paid Search-Direct",4
"Direct-Organic Search-Affiliate-Paid Search-Social",7
"Direct-Organic Search-Affiliate-Paid Search-Affiliate",5
"Direct-Organic Search-Affiliate-Paid Search",8
"Direct-Organic Search-Affiliate-Paid Search-Organic Search",2
"Direct-Organic Search-Affiliate-Organic Search-Direct",1
"Direct-Organic Search-Affiliate-Organic Search-Social",2
"Direct-Organic Search-Affiliate-Organic Search-Display",1
"Direct-Organic Search-Affiliate-Organic Search-Affiliate",2
"Direct-Organic Search-Affiliate-Organic Search-Paid Search",1
"Direct-Organic Search-Affiliate-Organic Search",1
"Direct-Organic Search-Affiliate-Paid Search-Direct",2
"Direct-Organic Search-Affiliate-Paid Search-Direct-Social",1
"Direct-Organic Search-Affiliate-Paid Search-Direct-Affiliate",1
"Direct-Organic Search-Affiliate-Paid Search-Direct-Organic Search",1
"Direct-Organic Search-Affiliate-Paid Search-Social",21
"Direct-Organic Search-Affiliate-Paid Search-Display-Paid Search",1
"Direct-Organic Search-Affiliate-Paid Search-Display-Organic Search",1
"Direct-Organic Search-Affiliate-Paid Search-Affiliate-Direct",1
"Direct-Organic Search-Affiliate-Paid Search-Affiliate-Paid Search",5
"Direct-Organic Search-Affiliate-Paid Search-Affiliate-Organic Search",1
"Direct-Organic Search-Affiliate-Paid Search-Social",5
"Direct-Organic Search-Affiliate-Paid Search-Display",4
"Direct-Organic Search-Affiliate-Paid Search-Affiliate",3
"Direct-Organic Search-Affiliate-Paid Search",31
"Direct-Organic Search-Affiliate-Paid Search-Organic Search",4
"Direct-Organic Search-Affiliate-Paid Search-Organic Search-Social",1
"Direct-Organic Search-Affiliate-Paid Search-Organic Search-Paid Search",11
"Direct-Organic Search-Affiliate-Paid Search-Organic Search",9
"Direct-Organic Search-Affiliate-Organic Search-Direct",2
"Direct-Organic Search-Affiliate-Organic Search-Direct-Social",1
"Direct-Organic Search-Affiliate-Organic Search-Paid Search-Direct",2
"Direct-Organic Search-Affiliate-Organic Search-Paid Search-Social",2
"Direct-Organic Search-Affiliate-Organic Search-Paid Search-Display",1
"Direct-Organic Search-Affiliate-Organic Search-Paid Search",2
"Direct-Organic Search-Affiliate-Organic Search-Paid Search-Organic Search",2
"Direct-Organic Search-Affiliate-Organic Search-Display",1
"Direct-Organic Search-Affiliate-Organic Search-Paid Search",2
"Direct-Organic Search-Affiliate-Organic Search",3
"Direct-Organic Search-Paid Search-Direct",303
"Direct-Organic Search-Paid Search-Direct-Social",89
"Direct-Organic Search-Paid Search-Direct-Display",25
"Direct-Organic Search-Paid Search-Direct-Affiliate",43
"Direct-Organic Search-Paid Search-Direct-Paid Search",423
"Direct-Organic Search-Paid Search-Direct-Organic Search",81
"Direct-Organic Search-Paid Search-Direct-Social",359
"Direct-Organic Search-Paid Search-Direct-Display-Direct",9
"Direct-Organic Search-Paid Search-Direct-Display-Social",13
"Direct-Organic Search-Paid Search-Direct-Display",6
"Direct-Organic Search-Paid Search-Direct-Display-Affiliate",5
"Direct-Organic Search-Paid Search-Direct-Display-Paid Search",40
"Direct-Organic Search-Paid Search-Direct-Display-Organic Search",18
"Direct-Organic Search-Paid Search-Direct-Affiliate-Direct",17
"Direct-Organic Search-Paid Search-Direct-Affiliate-Social",8
"Direct-Organic Search-Paid Search-Direct-Affiliate-Display",5
"Direct-Organic Search-Paid Search-Direct-Affiliate",41
"Direct-Organic Search-Paid Search-Direct-Affiliate-Paid Search",64
"Direct-Organic Search-Paid Search-Direct-Affiliate-Organic Search",8
"Direct-Organic Search-Paid Search-Direct-Paid Search-Direct",199
"Direct-Organic Search-Paid Search-Direct-Paid Search-Social",194
"Direct-Organic Search-Paid Search-Direct-Paid Search-Display",27
"Direct-Organic Search-Paid Search-Direct-Paid Search-Affiliate",15
"Direct-Organic Search-Paid Search-Direct-Paid Search",423
"Direct-Organic Search-Paid Search-Direct-Paid Search-Organic Search",111
"Direct-Organic Search-Paid Search-Direct-Organic Search-Direct",71
"Direct-Organic Search-Paid Search-Direct-Organic Search-Social",37
"Direct-Organic Search-Paid Search-Direct-Organic Search-Display",1
"Direct-Organic Search-Paid Search-Direct-Organic Search-Affiliate",3
"Direct-Organic Search-Paid Search-Direct-Organic Search-Paid Search",536
"Direct-Organic Search-Paid Search-Direct-Organic Search",121
"Direct-Organic Search-Paid Search-Social",11138
"Direct-Organic Search-Paid Search-Display-Direct",24
"Direct-Organic Search-Paid Search-Display-Direct-Social",3
"Direct-Organic Search-Paid Search-Display-Direct-Display",6
"Direct-Organic Search-Paid Search-Display-Direct-Affiliate",5
"Direct-Organic Search-Paid Search-Display-Direct-Paid Search",20
"Direct-Organic Search-Paid Search-Display-Direct-Organic Search",7
"Direct-Organic Search-Paid Search-Display-Social",149
"Direct-Organic Search-Paid Search-Display-Direct",16
"Direct-Organic Search-Paid Search-Display-Social",8
"Direct-Organic Search-Paid Search-Display",12
"Direct-Organic Search-Paid Search-Display-Affiliate",7
"Direct-Organic Search-Paid Search-Display-Paid Search",18
"Direct-Organic Search-Paid Search-Display-Organic Search",14
"Direct-Organic Search-Paid Search-Display-Affiliate-Direct",1
"Direct-Organic Search-Paid Search-Display-Affiliate-Social",1
"Direct-Organic Search-Paid Search-Display-Affiliate",8
"Direct-Organic Search-Paid Search-Display-Affiliate-Paid Search",3
"Direct-Organic Search-Paid Search-Display-Affiliate-Organic Search",3
"Direct-Organic Search-Paid Search-Display-Paid Search-Direct",39
"Direct-Organic Search-Paid Search-Display-Paid Search-Social",70
"Direct-Organic Search-Paid Search-Display-Paid Search-Display",39
"Direct-Organic Search-Paid Search-Display-Paid Search-Affiliate",3
"Direct-Organic Search-Paid Search-Display-Paid Search",125
"Direct-Organic Search-Paid Search-Display-Paid Search-Organic Search",20
"Direct-Organic Search-Paid Search-Display-Organic Search-Direct",19
"Direct-Organic Search-Paid Search-Display-Organic Search-Social",10
"Direct-Organic Search-Paid Search-Display-Organic Search-Display",3
"Direct-Organic Search-Paid Search-Display-Organic Search-Paid Search",180
"Direct-Organic Search-Paid Search-Display-Organic Search",31
"Direct-Organic Search-Paid Search-Affiliate-Direct",17
"Direct-Organic Search-Paid Search-Affiliate-Direct-Social",5
"Direct-Organic Search-Paid Search-Affiliate-Direct-Affiliate",3
"Direct-Organic Search-Paid Search-Affiliate-Direct-Paid Search",13
"Direct-Organic Search-Paid Search-Affiliate-Direct-Organic Search",2
"Direct-Organic Search-Paid Search-Affiliate-Social",33
"Direct-Organic Search-Paid Search-Affiliate-Display",1
"Direct-Organic Search-Paid Search-Affiliate-Display-Paid Search",2
"Direct-Organic Search-Paid Search-Affiliate-Display-Organic Search",2
"Direct-Organic Search-Paid Search-Affiliate-Direct",10
"Direct-Organic Search-Paid Search-Affiliate-Social",11
"Direct-Organic Search-Paid Search-Affiliate-Display",6
"Direct-Organic Search-Paid Search-Affiliate",33
"Direct-Organic Search-Paid Search-Affiliate-Paid Search",22
"Direct-Organic Search-Paid Search-Affiliate-Organic Search",9
"Direct-Organic Search-Paid Search-Affiliate-Paid Search-Direct",12
"Direct-Organic Search-Paid Search-Affiliate-Paid Search-Social",20
"Direct-Organic Search-Paid Search-Affiliate-Paid Search-Affiliate",8
"Direct-Organic Search-Paid Search-Affiliate-Paid Search",54
"Direct-Organic Search-Paid Search-Affiliate-Paid Search-Organic Search",12
"Direct-Organic Search-Paid Search-Affiliate-Organic Search-Social",1
"Direct-Organic Search-Paid Search-Affiliate-Organic Search-Paid Search",17
"Direct-Organic Search-Paid Search-Affiliate-Organic Search",5
"Direct-Organic Search-Paid Search-Direct",361
"Direct-Organic Search-Paid Search-Direct-Social",133
"Direct-Organic Search-Paid Search-Direct-Display",31
"Direct-Organic Search-Paid Search-Direct-Affiliate",47
"Direct-Organic Search-Paid Search-Direct-Paid Search",446
"Direct-Organic Search-Paid Search-Direct-Organic Search",294
"Direct-Organic Search-Paid Search-Social",4388
"Direct-Organic Search-Paid Search-Display-Direct",23
"Direct-Organic Search-Paid Search-Display-Social",70
"Direct-Organic Search-Paid Search-Display",28
"Direct-Organic Search-Paid Search-Display-Affiliate",9
"Direct-Organic Search-Paid Search-Display-Paid Search",146
"Direct-Organic Search-Paid Search-Display-Organic Search",107
"Direct-Organic Search-Paid Search-Affiliate-Direct",14
"Direct-Organic Search-Paid Search-Affiliate-Social",12
"Direct-Organic Search-Paid Search-Affiliate-Display",8
"Direct-Organic Search-Paid Search-Affiliate",43
"Direct-Organic Search-Paid Search-Affiliate-Paid Search",59
"Direct-Organic Search-Paid Search-Affiliate-Organic Search",11
"Direct-Organic Search-Paid Search-Direct",584
"Direct-Organic Search-Paid Search-Social",1929
"Direct-Organic Search-Paid Search-Display",180
"Direct-Organic Search-Paid Search-Affiliate",59
"Direct-Organic Search-Paid Search",6730
"Direct-Organic Search-Paid Search-Organic Search",1269
"Direct-Organic Search-Paid Search-Organic Search-Direct",138
"Direct-Organic Search-Paid Search-Organic Search-Social",103
"Direct-Organic Search-Paid Search-Organic Search-Display",15
"Direct-Organic Search-Paid Search-Organic Search-Affiliate",7
"Direct-Organic Search-Paid Search-Organic Search-Paid Search",2119
"Direct-Organic Search-Paid Search-Organic Search",463
"Direct-Organic Search-Paid Search-Organic Search-Direct",111
"Direct-Organic Search-Paid Search-Organic Search-Direct-Social",29
"Direct-Organic Search-Paid Search-Organic Search-Direct-Display",6
"Direct-Organic Search-Paid Search-Organic Search-Direct-Affiliate",15
"Direct-Organic Search-Paid Search-Organic Search-Direct-Paid Search",99
"Direct-Organic Search-Paid Search-Organic Search-Direct-Organic Search",48
"Direct-Organic Search-Paid Search-Organic Search-Social",287
"Direct-Organic Search-Paid Search-Organic Search-Display-Direct",1
"Direct-Organic Search-Paid Search-Organic Search-Display-Social",7
"Direct-Organic Search-Paid Search-Organic Search-Display",2
"Direct-Organic Search-Paid Search-Organic Search-Display-Paid Search",6
"Direct-Organic Search-Paid Search-Organic Search-Display-Organic Search",6
"Direct-Organic Search-Paid Search-Organic Search-Affiliate-Direct",1
"Direct-Organic Search-Paid Search-Organic Search-Affiliate",4
"Direct-Organic Search-Paid Search-Organic Search-Affiliate-Paid Search",10
"Direct-Organic Search-Paid Search-Organic Search-Affiliate-Organic Search",1
"Direct-Organic Search-Paid Search-Organic Search-Paid Search-Direct",281
"Direct-Organic Search-Paid Search-Organic Search-Paid Search-Social",1216
"Direct-Organic Search-Paid Search-Organic Search-Paid Search-Display",94
"Direct-Organic Search-Paid Search-Organic Search-Paid Search-Affiliate",29
"Direct-Organic Search-Paid Search-Organic Search-Paid Search",2276
"Direct-Organic Search-Paid Search-Organic Search-Paid Search-Organic Search",1414
"Direct-Organic Search-Paid Search-Organic Search-Direct",57
"Direct-Organic Search-Paid Search-Organic Search-Social",76
"Direct-Organic Search-Paid Search-Organic Search-Display",5
"Direct-Organic Search-Paid Search-Organic Search-Affiliate",7
"Direct-Organic Search-Paid Search-Organic Search-Paid Search",748
"Direct-Organic Search-Paid Search-Organic Search",308
"Direct-Organic Search-Direct",170
"Direct-Organic Search-Direct-Social",69
"Direct-Organic Search-Direct-Display",16
"Direct-Organic Search-Direct-Affiliate",11
"Direct-Organic Search-Direct-Paid Search",212
"Direct-Organic Search-Direct-Organic Search",51
"Direct-Organic Search-Direct-Social",122
"Direct-Organic Search-Direct-Display-Direct",1
"Direct-Organic Search-Direct-Display-Social",2
"Direct-Organic Search-Direct-Display",4
"Direct-Organic Search-Direct-Display-Affiliate",1
"Direct-Organic Search-Direct-Display-Paid Search",3
"Direct-Organic Search-Direct-Display-Organic Search",4
"Direct-Organic Search-Direct-Affiliate-Direct",10
"Direct-Organic Search-Direct-Affiliate-Social",4
"Direct-Organic Search-Direct-Affiliate-Display",2
"Direct-Organic Search-Direct-Affiliate",9
"Direct-Organic Search-Direct-Affiliate-Paid Search",17
"Direct-Organic Search-Direct-Affiliate-Organic Search",5
"Direct-Organic Search-Direct-Paid Search-Direct",78
"Direct-Organic Search-Direct-Paid Search-Social",105
"Direct-Organic Search-Direct-Paid Search-Display",7
"Direct-Organic Search-Direct-Paid Search-Affiliate",4
"Direct-Organic Search-Direct-Paid Search",160
"Direct-Organic Search-Direct-Paid Search-Organic Search",38
"Direct-Organic Search-Direct-Organic Search-Direct",40
"Direct-Organic Search-Direct-Organic Search-Social",4
"Direct-Organic Search-Direct-Organic Search-Affiliate",1
"Direct-Organic Search-Direct-Organic Search-Paid Search",50
"Direct-Organic Search-Direct-Organic Search",38
"Direct-Organic Search-Social",709
"Direct-Organic Search-Display-Direct",10
"Direct-Organic Search-Display-Direct-Social",1
"Direct-Organic Search-Display-Direct-Display",1
"Direct-Organic Search-Display-Direct-Paid Search",5
"Direct-Organic Search-Display-Direct-Organic Search",1
"Direct-Organic Search-Display-Social",18
"Direct-Organic Search-Display-Direct",1
"Direct-Organic Search-Display-Social",1
"Direct-Organic Search-Display",3
"Direct-Organic Search-Display-Affiliate",1
"Direct-Organic Search-Display-Paid Search",3
"Direct-Organic Search-Display-Paid Search-Direct",4
"Direct-Organic Search-Display-Paid Search-Social",8
"Direct-Organic Search-Display-Paid Search-Display",3
"Direct-Organic Search-Display-Paid Search",17
"Direct-Organic Search-Display-Paid Search-Organic Search",4
"Direct-Organic Search-Display-Organic Search-Direct",5
"Direct-Organic Search-Display-Organic Search-Social",2
"Direct-Organic Search-Display-Organic Search-Paid Search",15
"Direct-Organic Search-Display-Organic Search",7
"Direct-Organic Search-Affiliate-Direct",1
"Direct-Organic Search-Affiliate-Direct-Social",1
"Direct-Organic Search-Affiliate-Direct-Paid Search",1
"Direct-Organic Search-Affiliate-Social",3
"Direct-Organic Search-Affiliate-Display-Affiliate",1
"Direct-Organic Search-Affiliate-Direct",3
"Direct-Organic Search-Affiliate-Display",1
"Direct-Organic Search-Affiliate",10
"Direct-Organic Search-Affiliate-Paid Search",6
"Direct-Organic Search-Affiliate-Organic Search",1
"Direct-Organic Search-Affiliate-Paid Search-Direct",1
"Direct-Organic Search-Affiliate-Paid Search-Social",1
"Direct-Organic Search-Affiliate-Paid Search-Display",2
"Direct-Organic Search-Affiliate-Paid Search-Affiliate",2
"Direct-Organic Search-Affiliate-Paid Search",7
"Direct-Organic Search-Affiliate-Paid Search-Organic Search",2
"Direct-Organic Search-Affiliate-Organic Search-Paid Search",3
"Direct-Organic Search-Affiliate-Organic Search",1
"Direct-Organic Search-Paid Search-Direct",176
"Direct-Organic Search-Paid Search-Direct-Social",49
"Direct-Organic Search-Paid Search-Direct-Display",13
"Direct-Organic Search-Paid Search-Direct-Affiliate",19
"Direct-Organic Search-Paid Search-Direct-Paid Search",174
"Direct-Organic Search-Paid Search-Direct-Organic Search",108
"Direct-Organic Search-Paid Search-Social",1658
"Direct-Organic Search-Paid Search-Display-Direct",10
"Direct-Organic Search-Paid Search-Display-Social",27
"Direct-Organic Search-Paid Search-Display",19
"Direct-Organic Search-Paid Search-Display-Affiliate",3
"Direct-Organic Search-Paid Search-Display-Paid Search",45
"Direct-Organic Search-Paid Search-Display-Organic Search",46
"Direct-Organic Search-Paid Search-Affiliate-Direct",6
"Direct-Organic Search-Paid Search-Affiliate-Social",6
"Direct-Organic Search-Paid Search-Affiliate-Display",1
"Direct-Organic Search-Paid Search-Affiliate",16
"Direct-Organic Search-Paid Search-Affiliate-Paid Search",17
"Direct-Organic Search-Paid Search-Direct",213
"Direct-Organic Search-Paid Search-Social",652
"Direct-Organic Search-Paid Search-Display",66
"Direct-Organic Search-Paid Search-Affiliate",24
"Direct-Organic Search-Paid Search",1627
"Direct-Organic Search-Paid Search-Organic Search",502
"Direct-Organic Search-Paid Search-Organic Search-Direct",55
"Direct-Organic Search-Paid Search-Organic Search-Social",66
"Direct-Organic Search-Paid Search-Organic Search-Display",8
"Direct-Organic Search-Paid Search-Organic Search-Affiliate",3
"Direct-Organic Search-Paid Search-Organic Search-Paid Search",857
"Direct-Organic Search-Paid Search-Organic Search",288
"Direct-Organic Search-Direct",137
"Direct-Organic Search-Direct-Social",24
"Direct-Organic Search-Direct-Display",5
"Direct-Organic Search-Direct-Affiliate",6
"Direct-Organic Search-Direct-Paid Search",79
"Direct-Organic Search-Direct-Organic Search",31
"Direct-Organic Search-Social",236
"Direct-Organic Search-Display-Direct",3
"Direct-Organic Search-Display-Social",6
"Direct-Organic Search-Display",3
"Direct-Organic Search-Display-Paid Search",6
"Direct-Organic Search-Display-Organic Search",7
"Direct-Organic Search-Affiliate-Direct",1
"Direct-Organic Search-Affiliate-Social",1
"Direct-Organic Search-Affiliate",3
"Direct-Organic Search-Affiliate-Paid Search",3
"Direct-Organic Search-Affiliate-Organic Search",2
"Direct-Organic Search-Paid Search-Direct",123
"Direct-Organic Search-Paid Search-Social",325
"Direct-Organic Search-Paid Search-Display",31
"Direct-Organic Search-Paid Search-Affiliate",8
"Direct-Organic Search-Paid Search",656
"Direct-Organic Search-Paid Search-Organic Search",305
"Direct-Organic Search-Direct",100
"Direct-Organic Search-Social",90
"Direct-Organic Search-Display",6
"Direct-Organic Search-Affiliate",7
"Direct-Organic Search-Paid Search",437
"Direct-Organic Search",422
"Display-Direct",24329
"Display-Direct-Social",4114
"Display-Direct-Display",3220
"Display-Direct-Affiliate",2251
"Display-Direct-Paid Search",13362
"Display-Direct-Organic Search",1508
"Display-Direct-Social",9126
"Display-Direct-Display-Direct",2002
"Display-Direct-Display-Social",1384
"Display-Direct-Display",822
"Display-Direct-Display-Affiliate",300
"Display-Direct-Display-Paid Search",2438
"Display-Direct-Display-Organic Search",961
"Display-Direct-Affiliate-Direct",854
"Display-Direct-Affiliate-Social",589
"Display-Direct-Affiliate-Display",368
"Display-Direct-Affiliate",2101
"Display-Direct-Affiliate-Paid Search",6649
"Display-Direct-Affiliate-Organic Search",119
"Display-Direct-Paid Search-Direct",6256
"Display-Direct-Paid Search-Social",7445
"Display-Direct-Paid Search-Display",3239
"Display-Direct-Paid Search-Affiliate",753
"Display-Direct-Paid Search",15393
"Display-Direct-Paid Search-Organic Search",1474
"Display-Direct-Organic Search-Direct",1051
"Display-Direct-Organic Search-Social",82
"Display-Direct-Organic Search-Display",39
"Display-Direct-Organic Search-Affiliate",15
"Display-Direct-Organic Search-Paid Search",1431
"Display-Direct-Organic Search",575
"Display-Direct-Social",32747
"Display-Direct-Display-Direct",3264
"Display-Direct-Display-Direct-Social",396
"Display-Direct-Display-Direct-Display",592
"Display-Direct-Display-Direct-Affiliate",176
"Display-Direct-Display-Direct-Paid Search",1154
"Display-Direct-Display-Direct-Organic Search",141
"Display-Direct-Display-Social",4746
"Display-Direct-Display-Direct",483
"Display-Direct-Display-Social",492
"Display-Direct-Display",431
"Display-Direct-Display-Affiliate",155
"Display-Direct-Display-Paid Search",595
"Display-Direct-Display-Organic Search",306
"Display-Direct-Display-Affiliate-Direct",95
"Display-Direct-Display-Affiliate-Social",62
"Display-Direct-Display-Affiliate-Display",111
"Display-Direct-Display-Affiliate",334
"Display-Direct-Display-Affiliate-Paid Search",230
"Display-Direct-Display-Affiliate-Organic Search",24
"Display-Direct-Display-Paid Search-Direct",1116
"Display-Direct-Display-Paid Search-Social",1831
"Display-Direct-Display-Paid Search-Display",1881
"Display-Direct-Display-Paid Search-Affiliate",118
"Display-Direct-Display-Paid Search",2953
"Display-Direct-Display-Paid Search-Organic Search",454
"Display-Direct-Display-Organic Search-Direct",730
"Display-Direct-Display-Organic Search-Social",106
"Display-Direct-Display-Organic Search-Display",79
"Display-Direct-Display-Organic Search-Affiliate",10
"Display-Direct-Display-Organic Search-Paid Search",1842
"Display-Direct-Display-Organic Search",577
"Display-Direct-Affiliate-Direct",721
"Display-Direct-Affiliate-Direct-Social",152
"Display-Direct-Affiliate-Direct-Display",98
"Display-Direct-Affiliate-Direct-Affiliate",258
"Display-Direct-Affiliate-Direct-Paid Search",280
"Display-Direct-Affiliate-Direct-Organic Search",43
"Display-Direct-Affiliate-Social",1191
"Display-Direct-Affiliate-Display-Direct",175
"Display-Direct-Affiliate-Display-Social",173
"Display-Direct-Affiliate-Display",91
"Display-Direct-Affiliate-Display-Affiliate",69
"Display-Direct-Affiliate-Display-Paid Search",242
"Display-Direct-Affiliate-Display-Organic Search",111
"Display-Direct-Affiliate-Direct",670
"Display-Direct-Affiliate-Social",725
"Display-Direct-Affiliate-Display",486
"Display-Direct-Affiliate",2082
"Display-Direct-Affiliate-Paid Search",1546
"Display-Direct-Affiliate-Organic Search",137
"Display-Direct-Affiliate-Paid Search-Direct",478
"Display-Direct-Affiliate-Paid Search-Social",2459
"Display-Direct-Affiliate-Paid Search-Display",547
"Display-Direct-Affiliate-Paid Search-Affiliate",413
"Display-Direct-Affiliate-Paid Search",4145
"Display-Direct-Affiliate-Paid Search-Organic Search",218
"Display-Direct-Affiliate-Organic Search-Direct",70
